Mod:Item:MetaData, Localized Name
StorageDrawersForestry:halfDrawers4A:13, Compact Walnut Drawers 2x2
StorageDrawersForestry:halfDrawers4A:14, Compact Greenheart Drawers 2x2
StorageDrawersForestry:halfDrawers4A:15, Compact Cherry Drawer 2x2
StorageDrawersForestry:halfDrawers4B:0, Compact Mahoe Drawer 2x2
StorageDrawersForestry:halfDrawers4B:1, Compact Poplar Drawer 2x2
StorageDrawersForestry:halfDrawers4B:2, Compact Palm Drawer 2x2
StorageDrawersForestry:halfDrawers4B:3, Compact Papaya Drawer 2x2
StorageDrawersForestry:halfDrawers4B:4, Compact Pine Drawer 2x2
StorageDrawersForestry:halfDrawers4B:5, Compact Plum Drawer 2x2
StorageDrawersForestry:halfDrawers4B:6, Compact Maple Drawer 2x2
StorageDrawersForestry:halfDrawers4B:7, Compact Citrus Drawer 2x2
StorageDrawersForestry:halfDrawers4B:8, Compact Giant Sequoia Drawer 2x2
StorageDrawersForestry:halfDrawers4B:9, Compact Ipe Drawer 2x2
StorageDrawersForestry:halfDrawers4B:10, Compact Padauk Drawer 2x2
StorageDrawersForestry:halfDrawers4B:11, Compact Cocobolo Drawer 2x2
StorageDrawersForestry:halfDrawers4B:12, Compact Zebrawood Drawer 2x2
StorageDrawersForestry:trimA:0, Larch Trim
StorageDrawersForestry:trimA:1, Teak Trim
StorageDrawersForestry:trimA:2, Acacia Trim
StorageDrawersForestry:trimA:3, Lime Trim
StorageDrawersForestry:trimA:4, Chestnut Trim
StorageDrawersForestry:trimA:5, Wenge Trim
StorageDrawersForestry:trimA:6, Baobab Trim
StorageDrawersForestry:trimA:7, Sequoia Trim
StorageDrawersForestry:trimA:8, Kapok Trim
StorageDrawersForestry:trimA:9, Ebony Trim
StorageDrawersForestry:trimA:10, Mahogany Trim
StorageDrawersForestry:trimA:11, Balsa Trim
StorageDrawersForestry:trimA:12, Willow Trim
StorageDrawersForestry:trimA:13, Walnut Trim
StorageDrawersForestry:trimA:14, Greenheart Trim
StorageDrawersForestry:trimA:15, Cherry Trim
StorageDrawersForestry:trimB:0, Mahoe Trim
StorageDrawersForestry:trimB:1, Poplar Trim
StorageDrawersForestry:trimB:2, Palm Trim
StorageDrawersForestry:trimB:3, Papaya Trim
StorageDrawersForestry:trimB:4, Pine Trim
StorageDrawersForestry:trimB:5, Plum Trim
StorageDrawersForestry:trimB:6, Maple Trim
StorageDrawersForestry:trimB:7, Citrus Trim
StorageDrawersForestry:trimB:8, Giant Sequoia Trim
StorageDrawersForestry:trimB:9, Ipe Trim
StorageDrawersForestry:trimB:10, Padauk Trim
StorageDrawersForestry:trimB:11, Cocobolo Trim
StorageDrawersForestry:trimB:12, Zebrawood Trim
StorageDrawersMisc:fullDrawers1_0:0, Redwood Drawer
StorageDrawersMisc:fullDrawers1_0:1, Fir Drawer
StorageDrawersMisc:fullDrawers1_0:2, Acacia Drawer
StorageDrawersMisc:fullDrawers1_0:3, Cypress Drawer
StorageDrawersMisc:fullDrawers1_0:4, Japanese Maple Drawer
StorageDrawersMisc:fullDrawers1_0:5, Rainbow Eucalyptus Drawer
StorageDrawersMisc:fullDrawers1_0:6, Autumn Drawer
StorageDrawersMisc:fullDrawers1_0:7, Bald Cypress Drawer
StorageDrawersMisc:fullDrawers1_0:8, Sakura Drawer
StorageDrawersMisc:fullDrawers1_1:0, Yellow Drawer
StorageDrawersMisc:fullDrawers1_1:1, White Drawer
StorageDrawersMisc:fullDrawers1_1:2, Red Drawer
StorageDrawersMisc:fullDrawers1_1:3, Grey Drawer
StorageDrawersMisc:fullDrawers1_1:4, Greatwood Drawer
StorageDrawersMisc:fullDrawers1_1:5, Silverwood Drawer
StorageDrawersMisc:fullDrawers1_1:6, Rowan Drawer
StorageDrawersMisc:fullDrawers1_1:7, Alder Drawer
StorageDrawersMisc:fullDrawers1_1:8, Hawthorn Drawer
StorageDrawersMisc:fullDrawers1_1:9, Treated Wood Drawer
StorageDrawersMisc:fullDrawers1_1:10, Livingwood Drawer
StorageDrawersMisc:fullDrawers1_1:11, Dreamwood Drawer
StorageDrawersMisc:fullDrawers2_0:0, Redwood Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:1, Fir Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:2, Acacia Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:3, Cypress Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:4, Japanese Maple Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:5, Rainbow Eucalyptus Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:6, Autumn Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:7, Bald Cypress Drawers 1x2
StorageDrawersMisc:fullDrawers2_0:8, Sakura Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:0, Yellow Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:1, White Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:2, Red Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:3, Grey Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:4, Greatwood Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:5, Silverwood Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:6, Rowan Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:7, Alder Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:8, Hawthorn Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:9, Treated Wood Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:10, Livingwood Drawers 1x2
StorageDrawersMisc:fullDrawers2_1:11, Dreamwood Drawers 1x2
StorageDrawersMisc:fullDrawers4_0:0, Redwood Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:1, Fir Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:2, Acacia Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:3, Cypress Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:4, Japanese Maple Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:5, Rainbow Eucalyptus Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:6, Autumn Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:7, Bald Cypress Drawers 2x2
StorageDrawersMisc:fullDrawers4_0:8, Sakura Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:0, Yellow Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:1, White Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:2, Red Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:3, Grey Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:4, Greatwood Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:5, Silverwood Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:6, Rowan Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:7, Alder Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:8, Hawthorn Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:9, Treated Wood Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:10, Livingwood Drawers 2x2
StorageDrawersMisc:fullDrawers4_1:11, Dreamwood Drawers 2x2
StorageDrawersMisc:halfDrawers2_0:0, Compact Redwood Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:1, Compact Fir Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:2, Compact Acacia Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:3, Compact Cypress Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:4, Compact Japanese Maple Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:5, Compact Rainbow Eucalyptus Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:6, Compact Autumn Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:7, Compact Bald Cypress Drawers 1x2
StorageDrawersMisc:halfDrawers2_0:8, Compact Sakura Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:0, Compact Yellow Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:1, Compact White Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:2, Compact Red Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:3, Compact Grey Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:4, Compact Greatwood Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:5, Compact Silverwood Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:6, Compact Rowan Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:7, Compact Alder Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:8, Compact Hawthorn Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:9, Compact Treated Wood Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:10, Compact Livingwood Drawers 1x2
StorageDrawersMisc:halfDrawers2_1:11, Compact Dreamwood Drawers 1x2
StorageDrawersMisc:halfDrawers4_0:0, Compact Redwood Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:1, Compact Fir Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:2, Compact Acacia Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:3, Compact Cypress Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:4, Compact Japanese Maple Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:5, Compact Rainbow Eucalyptus Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:6, Compact Autumn Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:7, Compact Bald Cypress Drawers 2x2
StorageDrawersMisc:halfDrawers4_0:8, Compact Sakura Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:0, Compact Yellow Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:1, Compact White Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:2, Compact Red Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:3, Compact Grey Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:4, Compact Greatwood Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:5, Compact Silverwood Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:6, Compact Rowan Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:7, Compact Alder Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:8, Compact Hawthorn Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:9, Compact Treated Wood Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:10, Compact Livingwood Drawers 2x2
StorageDrawersMisc:halfDrawers4_1:11, Compact Dreamwood Drawers 2x2
StorageDrawersMisc:trim_0:0, Redwood Trim
StorageDrawersMisc:trim_0:1, Fir Trim
StorageDrawersMisc:trim_0:2, Acacia Trim
StorageDrawersMisc:trim_0:3, Cypress Trim
StorageDrawersMisc:trim_0:4, Japanese Maple Trim
StorageDrawersMisc:trim_0:5, Rainbow Eucalyptus Trim
StorageDrawersMisc:trim_0:6, Autumn Trim
StorageDrawersMisc:trim_0:7, Bald Cypress Trim
StorageDrawersMisc:trim_0:8, Sakura Trim
StorageDrawersMisc:trim_1:0, Yellow Trim
StorageDrawersMisc:trim_1:1, White Trim
StorageDrawersMisc:trim_1:2, Red Trim
StorageDrawersMisc:trim_1:3, Grey Trim
StorageDrawersMisc:trim_1:4, Greatwood Trim
StorageDrawersMisc:trim_1:5, Silverwood Trim
StorageDrawersMisc:trim_1:6, Rowan Trim
StorageDrawersMisc:trim_1:7, Alder Trim
StorageDrawersMisc:trim_1:8, Hawthorn Trim
StorageDrawersMisc:trim_1:9, Treated Wood Trim
StorageDrawersMisc:trim_1:10, Livingwood Trim
StorageDrawersMisc:trim_1:11, Dreamwood Trim
TaintedMagic:BlockShadowOre, Shadow Ore
TaintedMagic:BlockWarpwoodLog, Warpwood
TaintedMagic:BlockShadowmetal, Block of Shadowmetal
TaintedMagic:BlockWarpwoodPlanks, Warpwood Planks
TaintedMagic:BlockWarpwoodLeaves, Warped Leaves
TaintedMagic:BlockWarpwoodSapling, Warpwood Sapling
Techguns:BioBlobSmall, tile.Bioblob.name
Techguns:camoNetPane:0, Camo Net (Woodland)
Techguns:camoNetPane:1, Camo Net (Snow)
Techguns:camoNetPane:2, Camo Net (Desert)
Techguns:camoNetRoof:0, Camo Net Roof (Woodland)
Techguns:camoNetRoof:1, Camo Net Roof (Snow)
Techguns:camoNetRoof:2, Camo Net Roof (Desert)
Techguns:screen, Radar Screen
Techguns:controlpanel, Control Panel
Techguns:basicMachine:0, Ammo Press
Techguns:basicMachine:1, Metal Press
Techguns:basicMachine:2, Turret
Techguns:basicMachine:3, Camo Bench
Techguns:basicMachine:4, Chemical Laboratory
Techguns:basicMachine:5, Repair Bench
Techguns:basicMachine:6, Explosive Charge
Techguns:basicMachine:8, Advanced Explosive Charge
Techguns:basicMachine:9, Charging Station
Techguns:oreCluster:0, Ore Cluster (Iron)
Techguns:oreCluster:1, Ore Cluster (Gold)
Techguns:oreCluster:2, Ore Cluster (Redstone)
Techguns:oreCluster:3, Ore Cluster (Coal)
Techguns:oreCluster:4, Ore Cluster (Lapis)
Techguns:oreCluster:5, Ore Cluster (Diamond)
Techguns:oreCluster:6, Ore Cluster (Emerald)
Techguns:ladder01:0, Metal Ladder (Grey)
Techguns:ladder01:4, Metal Ladder (Rusty)
Techguns:ladder01:8, Metal Ladder (Shiny)
Techguns:ladder01:12, Metal Ladder (Black)
Techguns:lamp01:0, Lamp (Yellow)
Techguns:lamp01:8, Lamp (White)
Techguns:lamp01:7, Lantern (Yellow)
Techguns:lamp01:15, Lantern (White)
Techguns:door01, Unnamed Block, report to mod author.
Techguns:sandbags, Sandbags
Techguns:bugnesteggs, Strange Glowing Eggs
Techguns:bugnestslimy, Slime Trail
Techguns:airMarker, Air Marker
Techguns:oreTitanIron:0, Titanium Iron Ore
Techguns:oreTitanIron:1, Uranium Ore
Techguns:TGMonsterSpawner:0, Bug Hole
Techguns:TGMonsterSpawner:1, Zombie Hole
Techguns:acid, Creeper Acid
Techguns:tgchest, tile.tgchest.name
Techguns:tgchest_weapon, tile.tgchest_weapon.name
Techguns:container:0, Container Block
Techguns:container:1, Container Block
Techguns:container:2, Container Block
Techguns:container:3, Container Block
Techguns:container:4, Container Block
Techguns:container:5, Container Block
Techguns:concrete:0, Concrete
Techguns:concrete:1, Concrete
Techguns:concrete:2, Concrete
Techguns:concrete:3, Concrete
Techguns:concrete:4, Concrete
Techguns:concrete:5, Concrete
Techguns:concrete:6, Concrete
Techguns:metalpanel:0, Metal Panel
Techguns:metalpanel:1, Metal Panel
Techguns:metalpanel:2, Metal Panel
Techguns:metalpanel:3, Metal Panel
Techguns:metalpanel:4, Metal Panel
Techguns:metalpanel:5, Metal Panel
Techguns:metalpanel:6, Metal Panel
Techguns:metalpanel:7, Metal Panel
Techguns:metalpanel2:0, Metal Panel (Connected)
Techguns:metalpanel2:1, Metal Panel (Connected)
Techguns:metalpanel2:2, Metal Panel (Connected)
Techguns:metalpanel2:3, Metal Panel (Connected)
Techguns:metalpanel2:4, Metal Panel (Connected)
Techguns:metalpanel2:5, Metal Panel (Connected)
Techguns:metalpanel2:6, Metal Panel (Connected)
Techguns:bugnest:0, Hardened Sand
Techguns:oreDrill:0, Ore Drill Frame
Techguns:oreDrill:1, Ore Drill Scaffold
Techguns:oreDrill:2, Ore Drill Rod
Techguns:oreDrill:3, Ore Drill Engine
Techguns:oreDrill:4, Ore Drill Controller
Techguns:machineMultiBlock:0, Reaction Chamber Housing
Techguns:machineMultiBlock:1, Reaction Chamber Controller
Techguns:machineMultiBlock:2, Reaction Chamber Glass
Techguns:machineMultiBlock:3, Fabricator Housing
Techguns:machineMultiBlock:4, Fabricator Controller
Techguns:machineMultiBlock:5, Fabricator Glass
thaumicenergistics:thaumicenergistics.block.essentia.provider, Essentia Provider
thaumicenergistics:thaumicenergistics.block.infusion.provider, Infusion Provider
thaumicenergistics:thaumicenergistics.block.gear.box, Iron Gear Box
thaumicenergistics:thaumicenergistics.block.golem.gear.box, Thaumium Gear Box
thaumicenergistics:thaumicenergistics.block.essentia.cell.workbench, Essentia Cell Workbench
thaumicenergistics:thaumicenergistics.block.arcane.assembler, Arcane Assembler
thaumicenergistics:thaumicenergistics.block.knowledge.inscriber, Knowledge Inscriber
thaumicenergistics:thaumicenergistics.block.essentia.vibration.chamber, Essentia Vibration Chamber
thaumicenergistics:thaumicenergistics.block.distillation.encoder, Distillation Pattern Encoder
ThaumicExploration:autoSorter, tile.thaumicexploration:autoSorter.name
ThaumicExploration:trashJar, Oblivion Jar
ThaumicExploration:boundChest, tile.boundChest.name
ThaumicExploration:floatCandle:0, White Floating Candle
ThaumicExploration:floatCandle:1, Orange Floating Candle
ThaumicExploration:floatCandle:2, Magenta Floating Candle
ThaumicExploration:floatCandle:3, Light Blue Floating Candle
ThaumicExploration:floatCandle:4, Yellow Floating Candle
ThaumicExploration:floatCandle:5, Lime Floating Candle
ThaumicExploration:floatCandle:6, Pink Floating Candle
ThaumicExploration:floatCandle:7, Gray Floating Candle
ThaumicExploration:floatCandle:8, Light Gray Floating Candle
ThaumicExploration:floatCandle:9, Cyan Floating Candle
ThaumicExploration:floatCandle:10, Purple Floating Candle
ThaumicExploration:floatCandle:11, Blue Floating Candle
ThaumicExploration:floatCandle:12, Brown Floating Candle
ThaumicExploration:floatCandle:13, Green Floating Candle
ThaumicExploration:floatCandle:14, Red Floating Candle
ThaumicExploration:floatCandle:15, Black Floating Candle
ThaumicExploration:meltyIce, Ice
ThaumicExploration:boundJar, Bound Jar
ThaumicExploration:thinkTankJar, Think Tank
ThaumicExploration:everfullUrn, Everfull Urn
ThaumicExploration:everburnUrn, Everburn Urn
ThaumicExploration:soulBrazier, Soul Brazier
ThaumicExploration:crucibleSouls, Crucible of Souls
ThaumicExploration:replicator, Thaumic Replicator
ThaumicHorizons:synthNode, Ethereal Shard
ThaumicHorizons:alchemite, Alchemite
ThaumicHorizons:visDynamo, Vis Dynamo
ThaumicHorizons:essentiaDynamo, Essentia Dynamo
ThaumicHorizons:nodeMonitor, Node Monitor
ThaumicHorizons:soulSieve, Soul Sieve
ThaumicHorizons:inspiratron, Inspiratron
ThaumicHorizons:soulforge, Soulforge
ThaumicHorizons:soulJar:0, Jarred  Soul
ThaumicHorizons:bloodInfuser, Seroconverter
ThaumicHorizons:vat, Curative Vat
ThaumicHorizons:vatSolid, Curative Vat
ThaumicHorizons:vatInterior, tile.ThaumicHorizons_vatInterior.name
ThaumicHorizons:soulBeacon, Soul Beacon
ThaumicHorizons:modMatrix, Modified Runic Matrix
ThaumicHorizons:chocolate, Block of Chocolate
ThaumicHorizons:evanescent, tile.ThaumicHorizons_evanescent.name
ThaumicHorizons:light, Light Orb
ThaumicHorizons:lightSolar, Light Orb
ThaumicHorizons:transductionAmplifier, Transduction Amplifier
ThaumicHorizons:recombinator, Teleological Recombinator
ThaumicHorizons:vortexStabilizer, Vortex Attenuator
ThaumicHorizons:vortexTH:0, Planar Vortex
ThaumicHorizons:vortexTH:1, Planar Vortex (Creative)
ThaumicHorizons:voidTH, Planar Boundary
ThaumicHorizons:cloudTH:0, Cloud
ThaumicHorizons:cloudTH:2, Thundercloud
ThaumicHorizons:cloudTH:3, Acid Cloud
ThaumicHorizons:cloudTH:5, Tumorous Cloud
ThaumicHorizons:cloudTH:8, Spore Cloud
ThaumicHorizons:cloudGlowingTH:1, Plasma Cloud
ThaumicHorizons:cloudGlowingTH:4, Alloy Cloud
ThaumicHorizons:cloudGlowingTH:6, Vis Cloud
ThaumicHorizons:cloudGlowingTH:7, Glyph Cloud
ThaumicHorizons:cloudGlowingTH:9, Animus Cloud
ThaumicHorizons:brainTH, Lump of Brain
ThaumicHorizons:dustTH, Dust
ThaumicHorizons:eyeTH, Eye Cluster
ThaumicHorizons:boneTH, Bone
ThaumicHorizons:fleshTH, Lump of Flesh
ThaumicHorizons:spikeTH, Metal Spike
ThaumicHorizons:spikeWoodTH, Wooden Spike
ThaumicHorizons:spikeToothTH, Tooth
ThaumicHorizons:crystalTH:0, White Crystal
ThaumicHorizons:crystalTH:1, Orange Crystal
ThaumicHorizons:crystalTH:2, Magenta Crystal
ThaumicHorizons:crystalTH:3, Light Blue Crystal
ThaumicHorizons:crystalTH:4, Yellow Crystal
ThaumicHorizons:crystalTH:5, Lime Crystal
ThaumicHorizons:crystalTH:6, Pink Crystal
ThaumicHorizons:crystalTH:7, Gray Crystal
ThaumicHorizons:crystalTH:8, Light Gray Crystal
ThaumicHorizons:crystalTH:9, Cyan Crystal
ThaumicHorizons:crystalTH:10, Purple Crystal
ThaumicHorizons:crystalTH:11, Blue Crystal
ThaumicHorizons:crystalTH:12, Brown Crystal
ThaumicHorizons:crystalTH:13, Green Crystal
ThaumicHorizons:crystalTH:14, Red Crystal
ThaumicHorizons:crystalTH:15, Black Crystal
ThaumicHorizons:crystalDeep, Deep Crystal
ThaumicHorizons:leviathanTH, Primordial Fossil
ThaumicHorizons:slotTH, Keystone Receptacle
ThaumicHorizons:portalTH, Unnamed Block, report to mod author.
ThaumicHorizons:gatewayTH, Planar Gateway
tinkersdefense:Block_CrestMount, Crest Mount
tinkersdefense:Block_ArmorAnvil, Armor Anvil
tinkersdefense:Block_JewelersBench, Jeweler's Bench
tinkersdefense:AeonSteelBlock, Aeon Steel Block
tinkersdefense:moltenaeonsteel, Molten Aeon Steel
tinkersdefense:QueensGoldBlock, Queen's Gold Block
tinkersdefense:moltenQueensGold, Molten Queen's Gold
tinkersdefense:DogbeariumBlock, Dogbearium Block
tinkersdefense:moltenDogbearium, Molten Dogbearium
TravellersGear:armorstand, Armor Stand
WitchingGadgets:WG_WallMirror, Mirror on the Wall
WitchingGadgets:WG_VoidWalkway, Void Walkway
WitchingGadgets:WG_StoneDevice:0, Ethereal Wall
WitchingGadgets:WG_StoneDevice:1, Magical Lock
WitchingGadgets:WG_StoneDevice:2, Obsidian Plate
WitchingGadgets:WG_StoneDevice:3, Obsidian Rune
WitchingGadgets:WG_StoneDevice:6, Sarcophagus
WitchingGadgets:WG_StoneDevice:7, Ageing Stone
WitchingGadgets:WG_WoodenDevice:0, Spinning Wheel
WitchingGadgets:WG_WoodenDevice:2, Thaumic Stone Extruder
WitchingGadgets:WG_WoodenDevice:3, Cutting Table
WitchingGadgets:WG_WoodenDevice:4, Thaumic Sauna Stove
WitchingGadgets:WG_WoodenDevice:5, Aspect Library
WitchingGadgets:WG_MetalDevice:0, Essentia Pump
WitchingGadgets:WG_MetalDevice:1, Arcane Terrestrial Reformer
WitchingGadgets:WG_MetalDevice:2, Terrestrial Focus: Plains
WitchingGadgets:WG_MetalDevice:3, Terrestrial Focus: Cold Taiga
WitchingGadgets:WG_MetalDevice:4, Terrestrial Focus: Desert
WitchingGadgets:WG_MetalDevice:5, Terrestrial Focus: Jungle
WitchingGadgets:WG_MetalDevice:6, Terrestrial Focus: Hell
WitchingGadgets:WG_MetalDevice:7, Void metal Block
WitchingGadgets:WG_MetalDevice:8, Terrestrial Focus: Tainted Lands
WitchingGadgets:WG_MetalDevice:9, Terrestrial Focus: Mushroom Island
WitchingGadgets:WG_RoseVine, Rose Vines
WitchingGadgets:WG_CustomAir, Glimmer of Light
Ztones:stoneTile, Ztone Tile
Ztones:cleanDirt, Garden Soil
Ztones:booster, Booster
Ztones:lampf, Flat Lamp
Ztones:lampt, Flat Lamp
Ztones:lampb, Flat Lamp
Ztones:auroraBlock, Aurora
Ztones:tile.agonBlock:0, Agon ⓪
Ztones:tile.agonBlock:1, Agon ①
Ztones:tile.agonBlock:2, Agon ②
Ztones:tile.agonBlock:3, Agon ③
Ztones:tile.agonBlock:4, Agon ④
Ztones:tile.agonBlock:5, Agon ⑤
Ztones:tile.agonBlock:6, Agon ⑥
Ztones:tile.agonBlock:7, Agon ⑦
Ztones:tile.agonBlock:8, Agon ⑧
Ztones:tile.agonBlock:9, Agon ⑨
Ztones:tile.agonBlock:10, Agon ⑩
Ztones:tile.agonBlock:11, Agon ⑪
Ztones:tile.agonBlock:12, Agon ⑫
Ztones:tile.agonBlock:13, Agon ⑬
